camp_name,address,category,director,operator,city,state,accredited-member,programs,zip_code,nogeo,latitude,longitude
Camp Wah-Nee,128 Wahnee Rd,"Independent, For Profit",Dave Stricker,Camp Wah-Nee (Operator),Torrington,CT,Accredited Member,1.0,06790-7020,"128 Wahnee Rd, Torrington, CT, 06790-7020, USA",41.8887312,-73.14749950000001
Easterseals Camp Sunnyside,401 NE 66th Ave,Easterseals,Nicole Vos,Easterseals Iowa,Des Moines,IA,Accredited Member,1.0,50313-1243,"401 NE 66th Ave, Des Moines, IA, 50313-1243, USA",41.6772596,-93.6107097
Lutherock Camp and Conference Center,84 Camp Luther Rd,"Lutheran, ELCA",Kara Ridenhour,"NovusWay, Inc (LOM)",Newland,NC,Accredited Member,15.0,28657-8280,"84 Camp Luther Rd, Newland, NC, 28657-8280, USA",36.1259087,-81.8911787
Luther Crest Bible Camp,8231 County Road 11 NE,"Lutheran, ELCA",David Holtz,Luther Crest Bible Camp Association (LOM),Alexandria,MN,Accredited Member,2.0,56308-8051,"8231 County Road 11 NE, Alexandria, MN, 56308-8051, USA",45.9787847,-95.3746585
Woodcraft Rangers Camps,"Mountain Center, CA","Independent, Not for Profit",Helen Santos,Woodcraft Rangers,,,Accredited Member,2.0,,"Mountain Center, CA, nan, nan, nan, USA",33.7063905,-116.7252397
Camp Natoma,,"Independent, Not for Profit",Diana Krichevsky,"Friends of Camp Natoma, Inc. (Operator)",Paso Robles,CA,Accredited Member,2.0,,"nan, Paso Robles, CA, nan, USA",35.6368759,-120.6545022
North Star Camp for Boys,10970 W Boys Camp Rd,"Independent, For Profit",Andy Shlensky,Polaris,Hayward,WI,Accredited Member,1.0,10970,"10970 W Boys Camp Rd, Hayward, WI, 10970, USA",46.08771369999999,-91.2362751
Pali Overnight Adventures,30778 State Highway 18,"Independent, For Profit","Scott ""Doc"" Hicok",Pali Overnight Adventures (Operator),Running Springs,CA,Accredited Member,27.0,30778,"30778 State Highway 18, Running Springs, CA, 30778, USA",34.2256538,-117.1331277
Sequanota,368 Sequanota Rd,"Lutheran, ELCA",Rev. Nathan Pile,Lutheran Camp Association (LOM),Boswell,PA,Accredited Member,16.0,15531-2561,"368 Sequanota Rd, Boswell, PA, 15531-2561, USA",40.1801201,-79.10433429999999
Catron Camp and Retreat Center,609 N 60th Rd,,,Girl Scouts - Spirit of Nebraska,Nebraska City,NE,Accredited Member,1.0,68410-6151,"609 N 60th Rd, Nebraska City, NE, 68410-6151, USA",40.7042225,-95.8925094
Rainbow Trail Lutheran Camp,3056 County Rd 198Hillside,"Lutheran, ELCA",David Jarvis,Rainbow Trail Lutheran Camp (LOM),Westcliffe,CO,Accredited Member,3.0,81232,"3056 County Rd 198Hillside, Westcliffe, CO, 81232, USA",38.2597381,-105.645058
YMCA Camp Kitaki,14917 E Park Hwy,YMCA,Jason Smith,Lincoln YMCA,Louisville,NE,Accredited Member,15.0,14917,"14917 E Park Hwy, Louisville, NE, 14917, USA",40.9903541,-96.2362554
YMCA Camp Jackson,9126 State Highway 165,YMCA,"Stephanie ""Captain"" Williams",YMCA of Pueblo - Camp Jackson,Rye,CO,Accredited Member,4.0,81069-8642,"9126 State Highway 165, Rye, CO, 81069-8642, USA",37.9535649,-104.9993863
YMCA Camp Miller,89382 E Frontage Rd,YMCA,Bridgit Maruska,YMCA Camp Miller (Operator),Sturgeon Lake,MN,Accredited Member,15.0,89382,"89382 E Frontage Rd, Sturgeon Lake, MN, 89382, USA",46.3783264,-92.7826183
Sherwood Forest Camp,Highway 21 South,"Independent, Not for Profit",Rachel Tutwiler,Sherwood Forest Camp Inc (Operator),Lesterville,MO,Accredited Member,5.0,63654,"Highway 21 South, Lesterville, MO, 63654, USA",37.45372,-90.8454664
Rock Hill Camp,,Girl Scouts of the USA,,"Girl Scouts - Heart of the Hudson, Inc.",Mahopac,NY,Accredited Member,19.0,,"nan, Mahopac, NY, nan, USA",41.372316,-73.733465
Howell Nature Center - Camp Wonder,1005 Triangle Lake Rd,Presbyterian,Matt Grant,Howell Nature Center (Operator),Howell,MI,Accredited Member,1.0,48843-8958,"1005 Triangle Lake Rd, Howell, MI, 48843-8958, USA",42.5207594,-83.9484769
YMCA Camp Wapsie,2174 Wapsie Y Rd,YMCA,Paul Denowski,YMCA Cedar Rapids Metro Area,Coggon,IA,Accredited Member,4.0,52218-9710,"2174 Wapsie Y Rd, Coggon, IA, 52218-9710, USA",42.254853,-91.5757
Sherman Lake YMCA Outdoor Center,6225 N 39th St,YMCA,Karen Christopherson,Sherman Lake YMCA Camp,Augusta,MI,Accredited Member,9.0,49012-9722,"6225 N 39th St, Augusta, MI, 49012-9722, USA",42.3438068,-85.3863178
Camp Olympia,723 Olympia Dr,Nondenominational Christian,Cody & Michelle Mauldin,Camp Olympia (Operator),Trinity,TX,Accredited Member,1.0,75862-6765,"723 Olympia Dr, Trinity, TX, 75862-6765, USA",30.9411299,-95.2552468
Camp Pinnacle,1 Wolfe Lake Dr,Nondenominational Christian,Fayssoux Moss,Camp Pinnacle (Operator),Hendersonville,NC,Accredited Member,1.0,28739-7738,"1 Wolfe Lake Dr, Hendersonville, NC, 28739-7738, USA",35.268995,-82.4945405
Camp Pinnacle,"1 Wolfe Lake DrHendersonville, NC",Nondenominational Christian,Fayssoux Moss,Camp Pinnacle (Operator),Clayton,GA,Accredited Member,3.0,28739-7738,"1 Wolfe Lake DrHendersonville, NC, Clayton, GA, 28739-7738, USA",35.268995,-82.4945405
Glisson Camp and Retreat Center,690 Camp Glisson Rd,United Methodist,C. Russell Davis,Glisson Camp and Retreat Center LLC (UMCRM),Dahlonega,GA,Accredited Member,5.0,30533-7304,"690 Camp Glisson Rd, Dahlonega, GA, 30533-7304, USA",34.5573762,-84.00759839999999
Flat Rock River YMCA Camps,6981 W County Road 650 N,YMCA,Steve Heiny,YMCA of Greater Indianapolis (Operator),Saint Paul,IN,Accredited Member,8.0,47272-9731,"6981 W County Road 650 N, Saint Paul, IN, 47272-9731, USA",39.4313053,-85.6110202
East Bay Camp,24248 Ron Smith Memorial Hwy,United Methodist,Benjamin Nelson,Illinois Great Rivers Conference UMC (UMCRM),Hudson,IL,Accredited Member,22.0,24248,"24248 Ron Smith Memorial Hwy, Hudson, IL, 24248, USA",40.6451751,-88.9131316
Camp Winnataska,260 Winnataska Dr,Nondenominational Christian,Mary Margaret Shepherd,Camp Winnataska (Operator),Pell City,AL,Accredited Member,1.0,35128-4645,"260 Winnataska Dr, Pell City, AL, 35128-4645, USA",33.5434313,-86.4463282
Keystone Science School,1053 Soda Ridge Rd,"Independent, Not for Profit",Ian McCluskie,Keystone Science School (Operator),Keystone,CO,Accredited Member,3.0,80435-7901,"1053 Soda Ridge Rd, Keystone, CO, 80435-7901, USA",39.599379,-105.989497
Shaffer's High Sierra Camp,38782 State Highway 49,"Independent, For Profit",Lisa and Scott Shaffer,Shaffer's High Sierra Camp Inc (Operator),Sattley,CA,Accredited Member,5.0,38782,"38782 State Highway 49, Sattley, CA, 38782, USA",39.6205736,-120.5300871
Camp Eagle Ridge,75392 Lake Galilee Rd,"Independent, For Profit",Kelly Rossebo,Camp Eagle Ridge (Operator),Mellen,WI,Accredited Member,2.0,75392,"75392 Lake Galilee Rd, Mellen, WI, 75392, USA",46.286626,-90.604227
Carolina Creek Christian Camps,84 Wimberly Ln,Nondenominational Christian,Lisa Olson,Carolina Creek Christian Camps (Operator),Huntsville,TX,Accredited Member,6.0,77320-0104,"84 Wimberly Ln, Huntsville, TX, 77320-0104, USA",30.8514837,-95.3364577
Habonim Dror Camp Galil,146 Red Hill Rd,"Jewish, Other",David Weiss,Midstates Habonim Camping Association,Ottsville,PA,Accredited Member,5.0,18942-9775,"146 Red Hill Rd, Ottsville, PA, 18942-9775, USA",40.463697,-75.1291729
Variety Club Camp and Developmental Center,2950 Potshop Rd,"Independent, Not for Profit",Kristin Podwojski,Variety Club Camp and Devel Center (Operator),Worcester,PA,Accredited Member,5.0,19490,"2950 Potshop Rd, Worcester, PA, 19490, USA",40.1870439,-75.3499721
Laurel South,,"Independent, For Profit",Roger & Dagni Christian,Coastal Camps,Casco,ME,Accredited Member,1.0,,"nan, Casco, ME, nan, USA",44.0060517,-70.52257759999999
Pilgrim Lodge,,United Church of Christ,Melinda Trotti,Maine Conference UCC,West Gardiner,ME,Accredited Member,12.0,,"nan, West Gardiner, ME, nan, USA",44.227521,-69.876916
Wohelo Luther Gulick Camps,25 Gulick Rd,"Independent, For Profit",Van Winkle Family,Wohelo Camps,Raymond,ME,Accredited Member,2.0,04071-6757,"25 Gulick Rd, Raymond, ME, 04071-6757, USA",43.8867897,-70.52028729999999
Lazy F Camp and Retreat Center,16170 Manastash Rd,United Methodist,Dave Burfeind,Pacific NW United Methodist Conference (UMCRM),Ellensburg,WA,Accredited Member,8.0,16170,"16170 Manastash Rd, Ellensburg, WA, 16170, USA",46.9609418,-120.7745789
Cate Summer Programs,1960 Cate Mesa Rd,School (Elementary/Middle/High),Jessica Seriano,Cate Summer Programs (Operator),Carpinteria,CA,Accredited Member,3.0,93013-3105,"1960 Cate Mesa Rd, Carpinteria, CA, 93013-3105, USA",34.4050109,-119.4774684
Aldersgate,3276 Dyewood Rd SW,United Methodist,Eric Dingler,East Ohio United Methodist (UMCRM),Carrollton,OH,Accredited Member,7.0,44615-9246,"3276 Dyewood Rd SW, Carrollton, OH, 44615-9246, USA",40.49215230000001,-81.1711619
AYF-Miniwanca,8845 W Garfield Rd,"Independent, Not for Profit",Adam Russell & Liz Marshall,American Youth Foundation,Shelby,MI,Accredited Member,3.0,49455-9593,"8845 W Garfield Rd, Shelby, MI, 49455-9593, USA",43.5593782,-86.5010137
Blue Lake United Methodist Assembly,8500 Oakwood Ln,United Methodist,Steve Lewandowski,Blue Lake United Methodist Assembly (UMCRM),Andalusia,AL,Accredited Member,1.0,36420-6724,"8500 Oakwood Ln, Andalusia, AL, 36420-6724, USA",31.1124215,-86.5565141
Camp Akita,29746  Horns Mill Rd,Nondenominational Christian,,First Community Church,Logan,OH,Accredited Member,1.0,29746,"29746  Horns Mill Rd, Logan, OH, 29746, USA",39.6503705,-82.5262542
Camp Akita,"29746 Logan Horns Mill RdLogan, OH",Nondenominational Christian,,First Community Church,Gilson,IL,,1.0,29746,"29746 Logan Horns Mill RdLogan, OH, Gilson, IL, 29746, USA",40.4172871,-82.90712300000001
Potosi Pines,10910 Mount Potosi Canyon Rd,,,Desert Southwest Conference UMC (UMCRM),Las Vegas,NV,Accredited Member,2.0,10910,"10910 Mount Potosi Canyon Rd, Las Vegas, NV, 10910, USA",35.9930103,-115.5058774
Calvin Crest Camp Conference Center,2870 County Road 13,Presbyterian,Craig Huffman,Calvin Crest Camp Conference Retreat Center (Campfire Collective),Fremont,NE,Accredited Member,7.0,68025-7951,"2870 County Road 13, Fremont, NE, 68025-7951, USA",41.4190022,-96.5443392
Arrowhead,,Girl Scouts of the USA,,Girl Scouts - Oregon & SW Washington,Stevenson,WA,Accredited Member,7.0,,"nan, Stevenson, WA, nan, USA",45.6956723,-121.8845241
Camp Huston,14725 Ley Rd,Episcopal,Alida Garcia,Huston Camp and Conference Center (ECCC),Gold Bar,WA,Accredited Member,5.0,14725,"14725 Ley Rd, Gold Bar, WA, 14725, USA",47.8650107,-121.6777504
Camp River Ranch,33300 NE 32nd St,Girl Scouts of the USA,Jennifer Dickson,Girl Scouts - Western Washington,Carnation,WA,Accredited Member,25.0,33300,"33300 NE 32nd St, Carnation, WA, 33300, USA",47.6396191,-121.9006451
Camp Wawenock,33 Camp Wawenock Rd,"Independent, For Profit","Andy and Catriona Sangster, Pat Smith",Camp Wawenock (Operator),Raymond,ME,Accredited Member,2.0,04071,"33 Camp Wawenock Rd, Raymond, ME, 04071, USA",43.8583639,-70.520427
Camp Redwing,103 Rader School Rd,Girl Scouts of the USA,Karla Schell,Girl Scouts - Western Pennsylvania,Renfrew,PA,Accredited Member,6.0,16053-9418,"103 Rader School Rd, Renfrew, PA, 16053-9418, USA",40.7978883,-79.9853004
Burnt Gin Camp,1980 Burnt Gin Rd,"Independent, Not for Profit",Marie Aimone,Children and Youth with Special Health Care Needs,Wedgefield,SC,Accredited Member,2.0,29168-9473,"1980 Burnt Gin Rd, Wedgefield, SC, 29168-9473, USA",33.872489,-80.4959731
American Collegiate Adventures,502 N Frances St,"Independent, For Profit",Jason Lubar,American Collegiate Adv,Madison,WI,Accredited Member,1.0,53703-1082,"502 N Frances St, Madison, WI, 53703-1082, USA",43.07515919999999,-89.3955525
Camp Fernwood,48 Camp Fernwood Ln,"Independent, For Profit","Ellyn Black, Fritz and Christine Seving",Camp Fernwood (Operator),Poland,ME,Accredited Member,1.0,04274-7530,"48 Camp Fernwood Ln, Poland, ME, 04274-7530, USA",44.011439,-70.38992
Camp Dickenson,"801 Camp Dickenson Ln,  24330-",United Methodist,Anthony Gomez,Holston Conference Camp and Retreat (UMCRM),Fries,VA,Accredited Member,8.0,24330,"801 Camp Dickenson Ln,  24330-, Fries, VA, 24330, USA",36.6744752,-80.986839
Camp Weaver,4924 Tapawingo Trl,YMCA,Jamie Cosson,YMCA Greensboro,Greensboro,NC,Accredited Member,3.0,27406-9072,"4924 Tapawingo Trl, Greensboro, NC, 27406-9072, USA",36.0258966,-79.6858465
YMCA Camp Ihduhapi,3425 Ihduhapi Rd,YMCA,Kerry Pioske,YMCA of the North,Loretto,MN,Accredited Member,17.0,55357-9512,"3425 Ihduhapi Rd, Loretto, MN, 55357-9512, USA",45.041113,-93.6468816
YMCA Camp Olson,4160 Little Boy Rd NE,YMCA,Demi Kapler,YMCA Camp Olson (Operator),Longville,MN,Accredited Member,9.0,56655-3359,"4160 Little Boy Rd NE, Longville, MN, 56655-3359, USA",46.956961,-94.20537499999999
Camp Liberty,4415 295th St,Girl Scouts of the USA,Kailyn Miller,Girl Scouts - Eastern Iowa & Western Illinois,New Liberty,IA,Accredited Member,1.0,52765-9461,"4415 295th St, New Liberty, IA, 52765-9461, USA",41.725869,-90.81232
Camp Liberty,"4415 295th StNew Liberty, IA",Girl Scouts of the USA,Kailyn Miller,Girl Scouts - Eastern Iowa & Western Illinois,Battleground,AL,,1.0,52765-9461,"4415 295th StNew Liberty, IA, Battleground, AL, 52765-9461, USA",41.725869,-90.81232
YMCA Camp Y-Noah,815 Mount Pleasant Rd,YMCA,"Carl ""Rocky"" Wargo",Akron Area YMCA,Clinton,OH,Accredited Member,6.0,44216-9621,"815 Mount Pleasant Rd, Clinton, OH, 44216-9621, USA",40.911268,-81.50930679999999
Camp Pecometh,136 Bookers Wharf Rd,United Methodist,Augie Lankford,Pecometh Camp and Retreat Ministries (UMCRM),Centreville,MD,Accredited Member,14.0,21617-2453,"136 Bookers Wharf Rd, Centreville, MD, 21617-2453, USA",39.1277501,-76.0690549
Camp Anokijig,W5639 Anokijig Ln,"Independent, Not for Profit",Jim Scherer,Camp Anokijig (Operator),Plymouth,WI,Accredited Member,13.0,53073-2879,"W5639 Anokijig Ln, Plymouth, WI, 53073-2879, USA",43.8078584,-87.9713902
International Music Camp,10834 Peace Garden Dr,"Independent, Not for Profit",Christine Baumann and Tim Baumann,International Music Camp Inc,Dunseith,ND,Accredited Member,31.0,10834,"10834 Peace Garden Dr, Dunseith, ND, 10834, USA",48.8130569,-100.0609678
Copper Cannon,231 Gale River Rd,"Independent, Not for Profit",Peter Christnacht,Copper Cannon Outdoor Education Center,Bethlehem,NH,Accredited Member,6.0,03574-5015,"231 Gale River Rd, Bethlehem, NH, 03574-5015, USA",44.2413696,-71.693248
Courage North,37569 N Courage Dr,"Independent, Not for Profit",Zach Orner,True Friends,Lake George,MN,Accredited Member,2.0,37569,"37569 N Courage Dr, Lake George, MN, 37569, USA",47.1983334,-94.96661329999999
Good Earth Village,25303 Old Town Rd,"Lutheran, ELCA",Dianna Parks,Good Earth Village (Operator) (LOM),Spring Valley,MN,Accredited Member,6.0,25303,"25303 Old Town Rd, Spring Valley, MN, 25303, USA",43.684423,-92.396174
YMCA Camp Piomingo,1950 Otter Creek Park Rd,YMCA,Bridget Anderson,YMCA of Greater Louisville,Brandenburg,KY,Accredited Member,8.0,40108-6420,"1950 Otter Creek Park Rd, Brandenburg, KY, 40108-6420, USA",37.9483822,-86.045143
4-H Camp Palmer Inc,26450 County Road MN,4-H Clubs,Bill Goodson,4-H Camp Palmer Inc (Operator),Fayette,OH,Accredited Member,2.0,26450,"26450 County Road MN, Fayette, OH, 26450, USA",41.64560789999999,-84.37030279999999
Camp Twin Creeks,9235 Huntersville Rd,"Independent, For Profit",Iain McClements,Twin Creeks LLC,Marlinton,WV,Accredited Member,1.0,24954-5866,"9235 Huntersville Rd, Marlinton, WV, 24954-5866, USA",38.1861815,-80.0102326
Camp Merrie-Woode,100 Merrie Woode Rd,"Independent, Not for Profit",Denice and Jim Dunn,Merrie-Woode Inc,Sapphire,NC,Accredited Member,1.0,28774-7610,"100 Merrie Woode Rd, Sapphire, NC, 28774-7610, USA",35.130229,-83.0476669
Big Bear Lake Christian Conference Center,575 Prairie Ln,,,Big Bear Lake Christian Conference Center (Operator) (Campfire Collective),Big Bear Lake,CA,Accredited Member,1.0,92315,"575 Prairie Ln, Big Bear Lake, CA, 92315, USA",34.24265860000001,-116.9340344
Camp Cedarledge,,Girl Scouts of the USA,Becky Puckett,Girl Scouts - Eastern Missouri,Pevely,MO,Accredited Member,4.0,,"nan, Pevely, MO, nan, USA",38.2835468,-90.3906719
Lions Bear Lake Camp,3409 N Five Lakes Rd,"Independent, Not for Profit",,Lions Visually Impaired Youth,Lapeer,MI,Accredited Member,3.0,48446-8333,"3409 N Five Lakes Rd, Lapeer, MI, 48446-8333, USA",43.0898099,-83.228724
North Central Camp Cherith (Cedarbrook),32884 Camp Cherith Rd,Nondenominational Christian,Kendra Mohn,North Central Camp Cherith (Operator) (Cedarbrook),Frazee,MN,Accredited Member,7.0,32884,"32884 Camp Cherith Rd, Frazee, MN, 32884, USA",46.6979464,-95.809355
YMCA Camp Sequoia Lake ,"49716 Highway 180Miramonte, CA",YMCA,,Golden State YMCA,,,,,49716,"49716 Highway 180Miramonte, CA, nan, nan, 49716, USA",36.778261,-119.4179324
Land o' Lincoln Camp Cedarbrook,,Nondenominational Christian,Becky Pummell/Lucas Lynn,Land o' Lincoln Camp Cedarbrook (Cedarbrook),Dixon,IL,Accredited Member,4.0,,"nan, Dixon, IL, nan, USA",41.8389213,-89.47954779999999
Fairview Lake YMCA Camps and Conference Center,1035 Fairview Lake Rd,YMCA,Matthew Lifschultz,Metro YMCA of the Oranges,Newton,NJ,Accredited Member,5.0,07860-4008,"1035 Fairview Lake Rd, Newton, NJ, 07860-4008, USA",41.0801034,-74.9046863
Saginaw,740 Saginaw Rd,"Independent, For Profit",Jessica & Mike Petkov,Camp Saginaw,Oxford,PA,Accredited Member,1.0,19363-2178,"740 Saginaw Rd, Oxford, PA, 19363-2178, USA",39.7674348,-75.91407559999999
Central Wisconsin Environmental Station,10186 County Road Mm,College or University,Tom Quinn,College of Natural Resources,Amherst Junction,WI,Accredited Member,14.0,10186,"10186 County Road Mm, Amherst Junction, WI, 10186, USA",44.5413282,-89.2749346
Woodward PA,134 Sports Camp Dr,"Independent, For Profit",,Camp Woodward (Operator),Woodward,PA,Accredited Member,4.0,16882-8422,"134 Sports Camp Dr, Woodward, PA, 16882-8422, USA",40.9007762,-77.36476590000001
Perlman Camp,661 Rose Hill Rd,"Jewish, Association of Independent Jewish Camps",Rachel Levine,Perlman Camp (Operator),Lake Como,PA,Accredited Member,2.0,18437-1011,"661 Rose Hill Rd, Lake Como, PA, 18437-1011, USA",41.8839002,-75.332973
Nawakwa,1033 Nawakwa Rd,"Lutheran, ELCA",,Lutheran Camping Corp of Central Penn (LOM),Biglerville,PA,Accredited Member,1.0,17307-9103,"1033 Nawakwa Rd, Biglerville, PA, 17307-9103, USA",39.9649885,-77.32353379999999
Camp Sloane YMCA,124 Indian Mountain Rd,YMCA,,Camp Sloane YMCA Inc,Lakeville,CT,Accredited Member,6.0,06039-2031,"124 Indian Mountain Rd, Lakeville, CT, 06039-2031, USA",41.94358,-73.462317
Antiochian Village,201 Saint Ignatius Trl,Greek Orthodox,Fr. Anthony G. Yazge,Antiochian Village (Operator),Bolivar,PA,Accredited Member,1.0,15923-2515,"201 Saint Ignatius Trl, Bolivar, PA, 15923-2515, USA",40.3017978,-79.15193459999999
Camp Holiday Trails,400 Holiday Trails Ln,"Independent, Not for Profit",Caitlin Carroll,Camp Holiday Trails (Operator),Charlottesville,VA,Accredited Member,5.0,22903-7774,"400 Holiday Trails Ln, Charlottesville, VA, 22903-7774, USA",38.0248361,-78.55496950000001
SJ Riding Camp,130 Sandy Beach Rd,"Independent, For Profit",Julie Morton,SJ Riding Camp LLC,Ellington,CT,Accredited Member,2.0,06029-3110,"130 Sandy Beach Rd, Ellington, CT, 06029-3110, USA",41.9316895,-72.3583308
The Hulbert Outdoor Center,2899 Lake Morey Rd,"Independent, Not for Profit",Jason Knowles,The Aloha Foundation Inc,Fairlee,VT,Accredited Member,1.0,05045-9400,"2899 Lake Morey Rd, Fairlee, VT, 05045-9400, USA",43.9366384,-72.1421742
Lutheran Camp Chrysalis,391 Upper Turtle Creek Rd,"Lutheran, ELCA",Jack Noblett,Cross Trails Ministry (LOM),Kerrville,TX,Accredited Member,8.0,78028-8850,"391 Upper Turtle Creek Rd, Kerrville, TX, 78028-8850, USA",29.9808077,-99.2238649
Camp Lutherwood Oregon,22960 Highway 36,"Lutheran, ELCA",Andrea Scofield,Camp Lutherwood Oregon (Operator) (LOM),Cheshire,OR,Accredited Member,4.0,22960,"22960 Highway 36, Cheshire, OR, 22960, USA",44.1636911,-123.4397307
Catholic Youth Camp,19590 520th Ln,"Independent, Not for Profit",Natalie King,Catholic Youth Camps of Minnesota (Operator),McGregor,MN,Accredited Member,1.0,19590,"19590 520th Ln, McGregor, MN, 19590, USA",46.7590405,-93.25943629999999
Cohutta Springs Youth Camp,1181 Cohutta Springs Rd,Seventh-day Adventist,Jonathan Montes,Georgia Cumberland Conference (SDA),Crandall,GA,Accredited Member,2.0,30711-5017,"1181 Cohutta Springs Rd, Crandall, GA, 30711-5017, USA",34.8883479,-84.730885
Easterseals Camp Wawbeek,1450 State Highway 13,Easterseals,Alex Peters,Easterseals Wisconsin,Wisconsin Dells,WI,Accredited Member,2.0,53965-9036,"1450 State Highway 13, Wisconsin Dells, WI, 53965-9036, USA",43.63747499999999,-89.7582765
Eau Claire YMCA Camp Manitou,27960 137th St,YMCA,Brian Moore,YMCA of the Chippewa Valley,New Auburn,WI,Accredited Member,4.0,27960,"27960 137th St, New Auburn, WI, 27960, USA",45.246527,-91.404967
